geometry,Crime Type:,Occurrence Date/Time:,Location:,City:,Neighbourhood:,Prevention Tips:,Victim's Guide:
"X: 490631.2699, Y: 5459412.1375, Z: NaN",Theft from Vehicle,2026-04-09T00:00:00.0000000,13XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 490076.8204, Y: 5451138.5705, Z: NaN",Theft from Vehicle,2026-04-12T10:29:00.0000000,13XX W 64TH AVE,VAN,Marpole,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491284.5833, Y: 5459472.1826, Z: NaN",Theft from Vehicle,2026-04-12T05:15:00.0000000,11XX W HASTINGS ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 489375.6942, Y: 5456962.0504, Z: NaN",Theft from Vehicle,2026-04-14T21:30:00.0000000,18XX W 7TH AVE,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 494361.4658, Y: 5455124.8124, Z: NaN",Theft from Vehicle,2026-04-10T08:00:00.0000000,13XX E 24TH AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 494172.9019, Y: 5451317.6497, Z: NaN",Theft from Vehicle,2026-04-04T01:00:00.0000000,13XX E 61ST AVE,VAN,Sunset,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 495213.2668, Y: 5456717.1542, Z: NaN",Theft from Vehicle,2026-04-06T03:30:00.0000000,19XX E 8TH AVE,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 495089.4655, Y: 5451487.2137, Z: NaN",Theft from Vehicle,2026-04-10T23:00:00.0000000,19XX PRESTWICK DR,VAN,Victoria-Fraserview,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 495175.7394, Y: 5451475.3068, Z: NaN",Theft from Vehicle,2026-04-09T02:17:00.0000000,19XX PRESTWICK DR,VAN,Victoria-Fraserview,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 492567.9035, Y: 5457598.44, Z: NaN",Theft from Vehicle,2026-04-06T03:00:00.0000000,16XX QUEBEC ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 495642.8519, Y: 5453676.3108, Z: NaN",Theft from Vehicle,2026-04-05T06:00:00.0000000,22XX E 38TH AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 489240.538, Y: 5456907.7892, Z: NaN",Theft from Vehicle,2026-04-14T03:00:00.0000000,23XX CYPRESS ST,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 495203.2717, Y: 5451693.2157, Z: NaN",Theft from Vehicle,2026-04-05T19:30:00.0000000,20XX UPLAND DR,VAN,Victoria-Fraserview,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 488296.8466, Y: 5454200.1551, Z: NaN",Theft from Vehicle,2026-04-10T03:00:00.0000000,23XX W 35TH AVE,VAN,Arbutus Ridge,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 495784.7746, Y: 5451069.2583, Z: NaN",Theft from Vehicle,2026-04-13T21:58:00.0000000,24XX ANCASTER CRES,VAN,Victoria-Fraserview,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 495991.746, Y: 5455506.4739, Z: NaN",Theft from Vehicle,2026-04-03T06:54:00.0000000,24XX E 20TH AVE,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 497560.3173, Y: 5454824.7809, Z: NaN",Theft from Vehicle,2026-04-10T14:00:00.0000000,33XX E 27TH AVE,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 492743.6652, Y: 5458222.5311, Z: NaN",Theft from Vehicle,2026-04-15T03:30:00.0000000,2XX PRIOR ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 493412.6203, Y: 5453364.7591, Z: NaN",Theft from Vehicle,2026-04-09T03:00:00.0000000,56XX FRASER ST,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491509.2856, Y: 5450705.4988, Z: NaN",Theft from Vehicle,2026-04-16T03:00:00.0000000,4XX INTERURBAN WAY,VAN,Marpole,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 492997.2005, Y: 5456322.2711, Z: NaN",Theft from Vehicle,2026-04-08T03:15:00.0000000,4XX KINGSWAY AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 493074.1676, Y: 5458937.3924, Z: NaN",Theft from Vehicle,2026-04-12T22:30:00.0000000,4XX POWELL ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 493074.1676, Y: 5458937.3924, Z: NaN",Theft from Vehicle,2026-04-13T22:30:00.0000000,4XX POWELL ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491863.486, Y: 5459034.3289, Z: NaN",Theft from Vehicle,2026-04-06T05:30:00.0000000,4XX RICHARDS ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 495184.8596, Y: 5451066.0579, Z: NaN",Theft from Vehicle,2026-04-12T09:30:00.0000000,78XX VICTORIA DR,VAN,Victoria-Fraserview,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491655.3469, Y: 5451156.5989, Z: NaN",Theft from Vehicle,2026-04-03T06:00:00.0000000,79XX YUKON ST,VAN,Marpole,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 492293.7194, Y: 5458890.667, Z: NaN",Theft from Vehicle,2026-04-07T06:30:00.0000000,6X W CORDOVA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 492166.4265, Y: 5458452.7208, Z: NaN",Theft from Vehicle,2026-04-08T03:00:00.0000000,6XX ABBOTT ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491094.9352, Y: 5458692.7686, Z: NaN",Theft from Vehicle,2026-04-10T03:30:00.0000000,9XX HOWE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491438.8659, Y: 5458327.549, Z: NaN",Theft from Vehicle,2026-04-05T18:00:00.0000000,9XX MAINLAND ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491438.8659, Y: 5458327.549, Z: NaN",Theft from Vehicle,2026-04-14T16:00:00.0000000,9XX MAINLAND ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491438.8659, Y: 5458327.549, Z: NaN",Theft from Vehicle,2026-04-15T01:45:00.0000000,9XX MAINLAND ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 490927.0609, Y: 5455536.6282, Z: NaN",Theft from Vehicle,2026-04-13T15:00:00.0000000,9XX W 21ST AVE,VAN,South Cambie,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491637.4587, Y: 5459386.5999, Z: NaN",Theft from Vehicle,2026-04-04T06:57:00.0000000,9XX W CORDOVA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491637.4587, Y: 5459386.5999, Z: NaN",Theft from Vehicle,2026-04-06T23:00:00.0000000,9XX W CORDOVA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491792.6233, Y: 5459107.6049, Z: NaN",Theft from Vehicle,2026-04-07T19:00:00.0000000,SEYMOUR ST / W HASTINGS ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 493603.4154, Y: 5451623.6522, Z: NaN",Theft from Vehicle,2026-04-14T04:30:00.0000000,E 58TH AVE / PRINCE ALBERT ST,VAN,Sunset,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 490481.8114, Y: 5458457.7424, Z: NaN",Theft of Bicycle,2026-04-14T03:19:00.0000000,10XX BURNABY ST,VAN,West End,https://vpd.ca/crime-prevention-safety/bike-theft-protection/,
"X: 490729.6302, Y: 5458622.1395, Z: NaN",Theft of Bicycle,2026-04-14T15:40:00.0000000,10XX BURRARD ST,VAN,West End,https://vpd.ca/crime-prevention-safety/bike-theft-protection/,
"X: 490097.1582, Y: 5459358.9589, Z: NaN",Theft of Bicycle,2026-04-09T07:01:00.0000000,10XX CARDERO ST,VAN,West End,https://vpd.ca/crime-prevention-safety/bike-theft-protection/,
"X: 491125.323, Y: 5456740.3027, Z: NaN",Theft of Bicycle,2026-04-02T17:29:00.0000000,8XX W BROADWAY AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/bike-theft-protection/,
"X: 493902.9132, Y: 5457453.3292, Z: NaN",Theft of Bicycle,2026-04-07T02:00:00.0000000,9XX TERMINAL AVE,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/bike-theft-protection/,
"X: 493492.756, Y: 5456052.498, Z: NaN",Theft of Vehicle,2026-04-02T18:00:00.0000000,7XX E 15TH AVE,VAN,Mount Pleasant,,
"X: 493390.4591, Y: 5451813.5783, Z: NaN",Theft of Vehicle,2026-04-04T07:00:00.0000000,7XX E 56TH AVE,VAN,Sunset,,
"X: 493197.3166, Y: 5458314.0215, Z: NaN",Theft of Vehicle,2026-04-09T01:15:00.0000000,8XX JACKSON AVE,VAN,Strathcona,,
"X: 492562, Y: 5458743, Z: NaN",Vehicle Collision or Pedestrian Struck (with Injury),2026-04-09T21:30:00.0000000,E HASTINGS ST / COLUMBIA ST,VANCOUVER,Central Business District,https://vpd.ca/crime-prevention-safety/road-safety/,
"X: 494934.1204, Y: 5459032.6415, Z: NaN",Break and Enter Commercial,2026-04-07T03:39:00.0000000,17XX POWELL ST,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/business/,
"X: 494879.2731, Y: 5459004.7819, Z: NaN",Break and Enter Commercial,2026-04-04T12:10:00.0000000,1XX COMMERCIAL DR,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/business/,
"X: 492597.6125, Y: 5452221.0086, Z: NaN",Break and Enter Commercial,2026-04-02T21:45:00.0000000,68XX MAIN ST,VAN,Sunset,https://vpd.ca/crime-prevention-safety/business/,
"X: 495875.6316, Y: 5455270.9748, Z: NaN",Break and Enter Residential/Other,2026-04-07T09:22:00.0000000,38XX NANAIMO ST,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/home-security/,https://vpd.ca/report-a-crime/break-and-enter/
"X: 492835.0141, Y: 5457933.8959, Z: NaN",Mischief,2026-04-07T01:54:00.0000000,11XX STATION ST,VAN,Strathcona,,
"X: 490805.6036, Y: 5458995.5038, Z: NaN",Mischief,2026-04-09T03:00:00.0000000,11XX STOVOLD LANE,VAN,West End,,
"X: 490989.2791, Y: 5455824.6122, Z: NaN",Break and Enter Residential/Other,2026-04-10T20:10:00.0000000,8XX W 18TH AVE,VAN,South Cambie,https://vpd.ca/crime-prevention-safety/home-security/,https://vpd.ca/report-a-crime/break-and-enter/
"X: 490396.6287, Y: 5459010.512, Z: NaN",Mischief,2026-04-05T01:57:00.0000000,12XX COMOX ST,VAN,West End,,
"X: 490255.5856, Y: 5458830.8834, Z: NaN",Mischief,2026-04-05T07:49:00.0000000,12XX DAVIE ST,VAN,West End,,
"X: 490759.7016, Y: 5458204.4134, Z: NaN",Mischief,2026-04-02T15:30:00.0000000,12XX GRANVILLE ST,VAN,Central Business District,,
"X: 489762.5451, Y: 5459711.0275, Z: NaN",Mischief,2026-04-08T04:00:00.0000000,10XX GILFORD ST,VAN,West End,,
"X: 490978.1781, Y: 5458573.3927, Z: NaN",Mischief,2026-04-13T02:20:00.0000000,10XX HOWE ST,VAN,Central Business District,,
"X: 492743.5459, Y: 5458101.4995, Z: NaN",Mischief,2026-04-11T22:13:00.0000000,10XX MAIN ST,VAN,Strathcona,,
"X: 492592.9366, Y: 5458640.5785, Z: NaN",Mischief,2026-04-04T08:00:00.0000000,1XX E PENDER ST,VAN,Central Business District,,
"X: 492619.072, Y: 5458630.4159, Z: NaN",Mischief,2026-04-12T04:47:00.0000000,1XX E PENDER ST,VAN,Central Business District,,
"X: 492246.9824, Y: 5457491.4459, Z: NaN",Mischief,2026-04-04T06:24:00.0000000,17XX MANITOBA ST,VAN,Mount Pleasant,,
"X: 492074.1894, Y: 5458729.9836, Z: NaN",Mischief,2026-04-13T16:45:00.0000000,1XX W PENDER ST,VAN,Central Business District,,
"X: 492172.3273, Y: 5458702.9613, Z: NaN",Mischief,2026-04-10T15:05:00.0000000,1XX W PENDER ST,VAN,Central Business District,,
"X: 495261.6713, Y: 5453348.9166, Z: NaN",Mischief,2026-04-07T20:12:00.0000000,20XX E 41ST AVE,VAN,Kensington-Cedar Cottage,,
"X: 492608.9248, Y: 5459014.7204, Z: NaN",Mischief,2026-04-07T20:20:00.0000000,1XX ALEXANDER ST,VAN,Central Business District,,
"X: 496019.2748, Y: 5454166.1621, Z: NaN",Mischief,2026-04-06T15:28:00.0000000,25XX KINGSWAY AVE,VAN,Renfrew-Collingwood,,
"X: 497093.5258, Y: 5451595.2544, Z: NaN",Mischief,2026-04-05T02:23:00.0000000,31XX E 58TH AVE,VAN,Killarney,,
"X: 486557.8922, Y: 5456259.4262, Z: NaN",Mischief,2026-04-15T07:07:00.0000000,36XX W 15TH AVE,VAN,Kitsilano,,
"X: 491499.2365, Y: 5459238.1291, Z: NaN",Mischief,2026-04-04T11:30:00.0000000,5XX HORNBY ST,VAN,Central Business District,,
"X: 496225.6337, Y: 5459710.1944, Z: NaN",Mischief,2026-04-07T16:57:00.0000000,5XX N PENTICTON ST,VAN,Hastings-Sunrise,,
"X: 493254.2326, Y: 5458210.4621, Z: NaN",Mischief,2026-04-15T02:30:00.0000000,5XX PRIOR ST,VAN,Strathcona,,
"X: 491747.2184, Y: 5458930.4755, Z: NaN",Mischief,2026-04-11T03:51:00.0000000,5XX RICHARDS ST,VAN,Central Business District,,
"X: 491826.9425, Y: 5459079.6858, Z: NaN",Mischief,2026-04-14T14:55:00.0000000,5XX W HASTINGS ST,VAN,Central Business District,,
"X: 493390.437, Y: 5452543.7097, Z: NaN",Mischief,2026-04-04T05:00:00.0000000,64XX FRASER ST,VAN,Sunset,,
"X: 491407.7443, Y: 5458871.8391, Z: NaN",Mischief,2026-04-10T01:00:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,,
"X: 491407.7443, Y: 5458871.8391, Z: NaN",Mischief,2026-04-11T17:00:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,,
"X: 491407.7443, Y: 5458871.8391, Z: NaN",Mischief,2026-04-11T19:00:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,,
"X: 491407.7443, Y: 5458871.8391, Z: NaN",Mischief,2026-04-12T04:07:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,,
"X: 491359.5315, Y: 5458663.1174, Z: NaN",Mischief,2026-04-14T08:00:00.0000000,8XX SEYMOUR ST,VAN,Central Business District,,
"X: 491641.9795, Y: 5459251.9436, Z: NaN",Mischief,2026-04-08T10:49:00.0000000,8XX W HASTINGS ST,VAN,Central Business District,,
"X: 491647.8257, Y: 5459106.3332, Z: NaN",Mischief,2026-04-03T10:36:00.0000000,GRANVILLE ST / W PENDER ST,VAN,Central Business District,,
"X: 490663.0938, Y: 5457833.5062, Z: NaN",Offence Against a Person,2026-04-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 490069.6288, Y: 5459327.5055, Z: NaN",Offence Against a Person,2026-04-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 491810.3889, Y: 5458036.3548, Z: NaN",Offence Against a Person,2026-04-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 491864.5574, Y: 5459181.6571, Z: NaN",Offence Against a Person,2026-04-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 490910.0134, Y: 5458800.0238, Z: NaN",Offence Against a Person,2026-04-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 493255.48, Y: 5457875.0519, Z: NaN",Offence Against a Person,2026-04-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 493215.6509, Y: 5459116.2897, Z: NaN",Offence Against a Person,2026-04-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 493342.143, Y: 5458613.3314, Z: NaN",Offence Against a Person,2026-04-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 496220.2319, Y: 5459777.7382, Z: NaN",Offence Against a Person,2026-04-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Hastings-Sunrise,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 498066.6143, Y: 5458709.7949, Z: NaN",Offence Against a Person,2026-04-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Hastings-Sunrise,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 491999.2086, Y: 5451377.4484, Z: NaN",Offence Against a Person,2026-04-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Marpole,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492280.6275, Y: 5457509.2036, Z: NaN",Offence Against a Person,2026-04-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 495726.9762, Y: 5454210.5495, Z: NaN",Offence Against a Person,2026-04-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 496142.2603, Y: 5456160.456, Z: NaN",Offence Against a Person,2026-04-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 498152.6478, Y: 5455115.0483, Z: NaN",Offence Against a Person,2026-04-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492081.3164, Y: 5459260.9946, Z: NaN",Offence Against a Person,2026-04-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492110.6544, Y: 5458724.8083, Z: NaN",Offence Against a Person,2026-04-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492092.8186, Y: 5458439.8585, Z: NaN",Offence Against a Person,2026-04-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492002.5725, Y: 5459041.3235, Z: NaN",Offence Against a Person,2026-04-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492280.9961, Y: 5458528.5278, Z: NaN",Offence Against a Person,2026-04-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2026-04-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 491004.9767, Y: 5459024.4782, Z: NaN",Other Theft,2026-04-03T22:30:00.0000000,10XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491004.9767, Y: 5459024.4782, Z: NaN",Other Theft,2026-04-07T03:20:00.0000000,10XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491004.9767, Y: 5459024.4782, Z: NaN",Other Theft,2026-04-07T22:01:00.0000000,10XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491047.6912, Y: 5458982.2677, Z: NaN",Other Theft,2026-04-03T22:00:00.0000000,10XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491047.6912, Y: 5458982.2677, Z: NaN",Other Theft,2026-04-04T02:52:00.0000000,10XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491047.6912, Y: 5458982.2677, Z: NaN",Other Theft,2026-04-05T19:17:00.0000000,10XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491047.6912, Y: 5458982.2677, Z: NaN",Other Theft,2026-04-06T21:12:00.0000000,10XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491047.6912, Y: 5458982.2677, Z: NaN",Other Theft,2026-04-07T19:23:00.0000000,10XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491047.6912, Y: 5458982.2677, Z: NaN",Other Theft,2026-04-09T00:06:00.0000000,10XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491047.6912, Y: 5458982.2677, Z: NaN",Other Theft,2026-04-09T22:05:00.0000000,10XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491047.6912, Y: 5458982.2677, Z: NaN",Other Theft,2026-04-12T01:10:00.0000000,10XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490982.9544, Y: 5458430.8928, Z: NaN",Other Theft,2026-04-07T23:45:00.0000000,10XX GRANVILLE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491019.18, Y: 5458467.9296, Z: NaN",Other Theft,2026-04-04T15:48:00.0000000,10XX GRANVILLE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490419.5195, Y: 5458678.186, Z: NaN",Other Theft,2026-04-08T12:00:00.0000000,11XX DAVIE ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490419.5195, Y: 5458678.186, Z: NaN",Other Theft,2026-04-13T05:46:00.0000000,11XX DAVIE ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490271.568, Y: 5457451.4066, Z: NaN",Other Theft,2026-04-12T00:00:00.0000000,13XX CARTWRIGHT ST,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 494348.9159, Y: 5456325.7816, Z: NaN",Other Theft,2026-04-11T18:21:00.0000000,12XX E 12TH AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 489751.8663, Y: 5457614.0373, Z: NaN",Other Theft,2026-04-05T01:26:00.0000000,15XX W 1ST AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 489844.0303, Y: 5456773.5554, Z: NaN",Other Theft,2026-04-04T22:30:00.0000000,15XX W BROADWAY AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
